	AssignmentId	WorkerId	HITId	AssignmentStatus	AutoApprovalTime	AcceptTime	SubmitTime	ApprovalTime	Answer	RejectionTime	RequesterFeedback
28	37WLF8U1WY3WH0V15ADYBY8DX60K6U	A2LD7WNF6EPLBY	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:13:39-04:00	2022-04-17 12:06:14-04:00	2022-04-17 12:13:39-04:00	2022-04-17 16:11:33-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2zUCGbYWsPF9jCC</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A2LD7WNF6EPLBY</FreeText></Answer></QuestionFormAnswers>"		
29	3U5NZHP4L0FDPGCYEL9A46J20URHPY	A2RCYLKY072XXO	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:14:04-04:00	2022-04-17 12:06:25-04:00	2022-04-17 12:14:04-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_aVSvRIxoJt5BZ7j</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"		
30	38F5OAUN5WPOJA8YIZFT4KSH00GH7M	A2AYXSKWEXZFT3	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:19:05-04:00	2022-04-17 12:05:53-04:00	2022-04-17 12:19:05-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1OCyMgrmhmaPiOT</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"	2022-04-17 12:47:30-04:00	Did not provide correct installation code
31	3907X2AHF9I9AQ9GV063H2D0BB4P2J	A1FVJU0SRTY7H6	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:24:50-04:00	2022-04-17 12:05:53-04:00	2022-04-17 12:24:50-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1dv1ejvYdD1jRYg</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A1FVJU05RTY7H6</FreeText></Answer></QuestionFormAnswers>"		
32	3X65QVEQI90WHNMK0122CYD2ISGCLH	AD42EYBVN65RF	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:27:35-04:00	2022-04-17 12:06:04-04:00	2022-04-17 12:27:35-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_vibWNgpUp4TsobD</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_AD42EYBVN65RF</FreeText></Answer></QuestionFormAnswers>"		
33	39GHHAVOMO4NRTL541K7DLOMMQZ4JZ	A1DY7TE0P6L09O	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:30:21-04:00	2022-04-17 12:14:10-04:00	2022-04-17 12:30:21-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_ZmHs01uK7REc4G5</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"	2022-04-17 12:47:29-04:00	Did not provide correct installation code
34	39O5D9O8725F1JWVUVY2GCJLI6PC33	A1QEQOI98976S0	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:30:51-04:00	2022-04-17 12:16:04-04:00	2022-04-17 12:30:51-04:00	2022-04-17 16:11:33-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2di4i3Vrf5elVcj</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A1QEQOI98976S0</FreeText></Answer></QuestionFormAnswers>"		
35	3ZAK8W07IDRF6LEYXZ1J8K7KMUCU00	A3NX66U9RAY2GQ	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:33:21-04:00	2022-04-17 12:11:25-04:00	2022-04-17 12:33:21-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1LYHGLmPpHoQnhL</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A3NX66U9RAY2GQ</FreeText></Answer></QuestionFormAnswers>"		
36	3OS46CRSLOCAXBPD4ER5D7JUD4AV6U	A2O2FWIVH7W8RB	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:34:17-04:00	2022-04-17 11:54:43-04:00	2022-04-17 12:34:17-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2R9pGjWoqKeBNP8</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A2O2FWIVH7W8RB</FreeText></Answer></QuestionFormAnswers>"		
37	32KTQ2V7RMSEP7X2OTTQALRJCC39MZ	A154M1PV3HKWZJ	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:39:15-04:00	2022-04-17 12:28:55-04:00	2022-04-17 12:39:15-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_12EzX9Gcw6LZgSY</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A154M1PV3HKWZJ</FreeText></Answer></QuestionFormAnswers>"		
38	33FBRBDW6XC12G216CTY7TRWYSHC8V	A4CHLWPHZIP7Y	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:42:17-04:00	2022-04-17 12:06:04-04:00	2022-04-17 12:42:17-04:00	2022-04-17 16:11:31-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1mIBX6oO0uJDfEB</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A4CHLWPHZIP7Y</FreeText></Answer></QuestionFormAnswers>"		
39	3FQ5JJ512U14OL1T4RZFD9UZSWQNK8	A39M9PZLH3J1NF	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:46:58-04:00	2022-04-17 12:22:14-04:00	2022-04-17 12:46:58-04:00	2022-04-17 16:11:33-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_3P5XGEiG8UzA8Uo</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A39M9PZLH3J1NF</FreeText></Answer></QuestionFormAnswers>"		
40	3WMINLGALKGFL4VG3ADC3KXROGHCAZ	AWYFC0JZRN7T5	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:47:02-04:00	2022-04-17 12:05:53-04:00	2022-04-17 12:47:02-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1GKAR7diAInprMw</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"		
41	3WMOAN2SRKAI4WV53VDMFI5G8U3VN8	A1G187YBG0DVMQ	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:52:27-04:00	2022-04-17 12:47:40-04:00	2022-04-17 12:52:27-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_3nc4lyL1bKrem0Q</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A1G187YBGODVMQ</FreeText></Answer></QuestionFormAnswers>"		
42	337RC3OW0EFSGWSKRIX72Q1R3Z3VL6	A3KRVWW5NMZO51	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:57:54-04:00	2022-04-17 12:47:30-04:00	2022-04-17 12:57:54-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_33EH3fw52W77Gtq</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"		
43	30MVJZJNHVQOOZRHLWGYUTZ28I89JV	A26B6SWLH19YX6	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:58:23-04:00	2022-04-17 12:25:40-04:00	2022-04-17 12:58:23-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_3fuZjwBDdhgoXvP</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A26B6SWLH19YX6</FreeText></Answer></QuestionFormAnswers>"		
44	31JLPPHS237GA8TYK07TBCD27KG3OZ	A1FHS282JP487T	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 12:59:10-04:00	2022-04-17 12:49:24-04:00	2022-04-17 12:59:10-04:00	2022-04-17 16:11:32-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_1NyqLrXUdNwyqiK</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A1FHS282JP487T</FreeText></Answer></QuestionFormAnswers>"		
45	34T446B1C9RJKRXYB8GJEELEFU5C08	A3RQT7330A8U3I	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:00:58-04:00	2022-04-17 12:05:53-04:00	2022-04-17 13:00:58-04:00	2022-04-17 16:11:31-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_8uIyH8w5U2BengB</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A3RQT7330A8U3I</FreeText></Answer></QuestionFormAnswers>"		
46	3LS2AMNW5O38H9Z0IBJPOK6DHCROQK	A3CACEUEEMKJGS	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:18:19-04:00	2022-04-17 12:25:50-04:00	2022-04-17 13:18:19-04:00	2022-04-17 16:11:34-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_9tcacQcTpS1yK3f</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A3CACEUEEMKJGS</FreeText></Answer></QuestionFormAnswers>"		
47	3IHR8NYAMGEJD4O3ZEPRAHAYVP94P3	A2BHBGDJSVD2UK	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:27:55-04:00	2022-04-17 13:06:57-04:00	2022-04-17 13:27:55-04:00	2022-04-17 16:11:33-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_6oo9LWAlfj49RbH</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A2BHBGDJSVD2UK</FreeText></Answer></QuestionFormAnswers>"		
48	3TPZPLC3M9PYV85ZZ0K80CISHPC3PG	A11AWRR6TDC93K	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:30:52-04:00	2022-04-17 12:47:40-04:00	2022-04-17 13:30:52-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2aftvAlCU05d1F7</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A11AWRR6TDC93K</FreeText></Answer></QuestionFormAnswers>"		
49	3QBD8R3Z2AW1S4C2KECCLH58LKD4OM	A34T53A8IT3I1Z	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:31:15-04:00	2022-04-17 13:06:57-04:00	2022-04-17 13:31:15-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_26o6YpNItV7XK4u</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A34T53A8IT3I1Z</FreeText></Answer></QuestionFormAnswers>"		
50	3LBXNTKX008PJJW620VZL27HJGWX9G	A3MIDLO5S7FU06	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:35:03-04:00	2022-04-17 13:13:40-04:00	2022-04-17 13:35:03-04:00	2022-04-17 16:11:34-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2uye5IEIevh2uy8</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A3MIDLO5S7FU06</FreeText></Answer></QuestionFormAnswers>"		
51	3R3YRB5GROGB7YCGP1YCXQJXVGWUAZ	ALOXGKZIPPB8H	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:42:30-04:00	2022-04-17 13:06:57-04:00	2022-04-17 13:42:30-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2X6YPkX0eJBqGwN</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_ALOXGZIPPB8H</FreeText></Answer></QuestionFormAnswers>"		
52	3WS1NTTKE7PQN3H82A6KMK6HC760FG	AROOCBM042SJD	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:44:17-04:00	2022-04-17 13:05:14-04:00	2022-04-17 13:44:17-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_DMKVsc4SFszMxzj</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"		
53	3ZY8KE4ISSG37T8XJN53JC0LD5OQVO	A2A7SXCBDFP73X	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 13:52:04-04:00	2022-04-17 13:15:44-04:00	2022-04-17 13:52:04-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2ckGfbj2J2imbdL</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A2A7SXCBDFP73X</FreeText></Answer></QuestionFormAnswers>"		
54	3URFVVM16EVC86KO1TEBEJA6413ZU5	A9HQ3E0F2AGVO	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 14:10:02-04:00	2022-04-17 14:07:24-04:00	2022-04-17 14:10:02-04:00	2022-04-17 16:11:36-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_2UgZqnsHWzQQoWI</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A9HQ3E0F2AGVO</FreeText></Answer></QuestionFormAnswers>"		
55	3EA3QWIZ4R8BD3GP1K0F9SLEPATTIA	A2YQ1P0GPDBUR7	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 14:15:33-04:00	2022-04-17 13:47:46-04:00	2022-04-17 14:15:33-04:00	2022-04-17 16:11:33-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_10q1ctIRkyY6ZTB</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>IYr8+GTRrAo5glNjCADJ7gO+5UAySH4Ea3Ljca1j</FreeText></Answer></QuestionFormAnswers>"		
56	3TK8OJTYMAYI7H7IJAQEJ7AB898VP8	A3E0IFFHYQPLFE	3MDWE879VPFFKWWB72YG8LK10SL9BB	Approved	2022-04-20 14:17:32-04:00	2022-04-17 14:08:05-04:00	2022-04-17 14:17:32-04:00	2022-04-17 16:11:35-04:00	"<?xml version=""1.0"" encoding=""ASCII""?><QuestionFormAnswers xmlns=""http://mechanicalturk.amazonaws.com/AWSMechanicalTurkDataSchemas/2005-10-01/QuestionFormAnswers.xsd""><Answer><QuestionIdentifier>surveycode</QuestionIdentifier><FreeText>R_eb2kM5Ht3S282pb</FreeText></Answer><Answer><QuestionIdentifier>installcode</QuestionIdentifier><FreeText>tft_ic0_A3E0IFFHYQPLFE</FreeText></Answer></QuestionFormAnswers>"		
