StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Consent	QID1	Q2	Q3	Q4	Q5	Q6	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q8_1	Q8_2	Q10_1	Q10_2	Q12_1	Q12_2	Q12_3	Q13_1	Q13_2	Q13_3	Q13_4	Q14	Q15	Q16	ResponseID	RandomID
2022-04-11 15:35:03	2022-04-11 15:35:23	1		100	20	1	2022-04-11 15:35:24	R_1IT9FD1rcztINWl					40.67990112	-74.00279999	preview	EN	1																										R_1IT9FD1rcztINWl	216062
2022-04-11 15:24:08	2022-04-11 15:35:59	0	67.245.236.180	100	711	1	2022-04-11 15:35:59	R_25T2XKuJUnwytlp					40.67990112	-74.00279999	anonymous	EN	1																										R_25T2XKuJUnwytlp	
2022-04-11 15:37:01	2022-04-11 15:37:17	1		100	16	1	2022-04-11 15:37:17	R_1HeK1uE4zUR7OpX					40.67990112	-74.00279999	preview	EN	1																										R_1HeK1uE4zUR7OpX	888455
2022-04-11 15:55:27	2022-04-11 15:59:27	0	67.245.236.180	100	240	1	2022-04-11 15:59:28	R_2QJuvLieRXHotpz					40.67990112	-74.00279999	anonymous	EN	1	2	2	1	2	1	4		7	7	5	6			6	5	4	3	4	4	3	5	5	4	2		R_2QJuvLieRXHotpz	891006
2022-04-13 10:31:36	2022-04-13 10:33:29	0	74.122.57.171	100	112	1	2022-04-13 10:33:29	R_1rH4k1feBxGBHgE					39.0469	-77.4903	anonymous	EN	1	1	1	5	2	1	4	2	2	2	2	2	77	51	3	3	3	4	4	3	4	4	4	2	2		R_1rH4k1feBxGBHgE	727103
2022-04-13 10:30:52	2022-04-13 10:35:08	0	170.39.186.98	100	255	1	2022-04-13 10:35:08	R_2Pwc0yxe4H076kS					39.018	-77.539	anonymous	EN	1	2	1	4	2	2	4	4	3	5	5	4	80	44	4	5	3	2	3	3	2	4	3	4	2		R_2Pwc0yxe4H076kS	778644
2022-04-13 10:31:29	2022-04-13 10:35:18	0	63.161.78.71	100	228	1	2022-04-13 10:35:18	R_2YV661b7x4c5gTI					39.0019	-77.4556	anonymous	EN	1	1	2	2	4	2	4	1	2	4	1	3	53	88	3	1	4	5	4	4	4	5	4	4	1		R_2YV661b7x4c5gTI	449434
2022-04-13 10:33:56	2022-04-13 10:35:50	0	74.111.39.249	100	114	1	2022-04-13 10:35:50	R_1LYdEshI9bJBGIW					43.1115	-76.1834	anonymous	EN	1	2	1	4	3	2	4	4	2	5	1	3	89	11	6	2	4	3	5	5	5	5	3	3	1		R_1LYdEshI9bJBGIW	432796
2022-04-13 10:36:16	2022-04-13 10:37:20	0	185.215.150.214	100	63	1	2022-04-13 10:37:20	R_22nxAMwG1BcOD2G					41.8777	-87.6376	anonymous	EN	1	2	1	2	1	2	4	2	2	4	1	2	72	27	3	2	3	5	4	3	5	4	3	4	2		R_22nxAMwG1BcOD2G	960743
2022-04-13 10:36:24	2022-04-13 10:37:39	0	64.112.85.161	100	74	1	2022-04-13 10:37:39	R_pbcMHjIEZASIVEJ					33.9214	-118.413	anonymous	EN	1	1	1	1	1	2	4	6	4	5	4	5	75	82	5	4	3	4	5	5	4	5	4	2	2		R_pbcMHjIEZASIVEJ	413124
2022-04-13 10:36:45	2022-04-13 10:37:52	0	170.39.186.161	100	66	1	2022-04-13 10:37:52	R_3KIbfZhWRW2myKv					39.018	-77.539	anonymous	EN	1	2	2	3	2	2	4	2	3	5	4	7	51	62	5	4	2	4	5	2	4	3	5	2	2		R_3KIbfZhWRW2myKv	856321
2022-04-13 10:35:04	2022-04-13 10:38:27	0	103.27.77.84	100	202	1	2022-04-13 10:38:27	R_2eRWvCCWmjPCP4S					39.018	-77.539	anonymous	EN	1	1	1	1	2	2	4	3	5	3	6	5	61	25	3	5	2	4	4	5	3	2	4	3	1		R_2eRWvCCWmjPCP4S	207228
2022-04-13 10:31:08	2022-04-13 10:38:31	0	173.20.5.31	100	443	1	2022-04-13 10:38:32	R_2Yhd0dARRr2XYTf					33.3931	-111.5768	anonymous	EN	1	1	3	3	3	2	3	3	6	7	1	6	75	10	7	4	4	4	5	3	5	5	5	2	3		R_2Yhd0dARRr2XYTf	879556
2022-04-13 10:32:43	2022-04-13 10:40:27	0	163.123.220.136	100	464	1	2022-04-13 10:40:28	R_pcwDIvruZRxYM3T					35.2416	-81.2181	anonymous	EN	1	1	1	4	3	2	4	2	1	6	1	3	70	30	3	1	4	4	5	4	5	5	1	1	1		R_pcwDIvruZRxYM3T	656742
2022-04-13 10:39:31	2022-04-13 10:41:22	0	68.4.166.206	100	111	1	2022-04-13 10:41:22	R_2YDHcWklG3OGjoH					33.4339	-117.6221	anonymous	EN	1	4	1	4	2	2	2	1	7	7	1	1	80	0	7	4	3	3	5	5	5	5	5	3	2		R_2YDHcWklG3OGjoH	152636
2022-04-13 10:42:27	2022-04-13 10:43:25	0	104.224.30.216	100	57	1	2022-04-13 10:43:25	R_xrxlxZh3xK3I5Yl					39.018	-77.539	anonymous	EN	1	2	2	2	1	2	4	5	4	3	4	5	37	72	4	5	4	3	4	3	3	4	4	3	2		R_xrxlxZh3xK3I5Yl	350712
2022-04-13 10:37:37	2022-04-13 10:45:45	0	96.41.142.86	100	487	1	2022-04-13 10:45:45	R_plPnO2cXpqKmQFj					42.3956	-123.3528	anonymous	EN	1	2	2	3	2	2	3	2	4	5	1	1	55	70	4	4	4	5	3	3	5	5	2	2	2		R_plPnO2cXpqKmQFj	347318
2022-04-13 10:43:51	2022-04-13 10:46:07	0	170.39.186.160	100	136	1	2022-04-13 10:46:07	R_3NLehMAmp2XAGrT					39.018	-77.539	anonymous	EN	1	2	2	4	1	2	4	5	4	3	2	3	41	79	4	4	3	4	3	3	4	5	3	3	2		R_3NLehMAmp2XAGrT	137777
2022-04-13 10:37:32	2022-04-13 10:46:08	0	66.31.53.90	100	516	1	2022-04-13 10:46:08	R_SYL3H6Cu2uSeKS5					42.428	-71.0618	anonymous	EN	1	2	1	4	2	1	4	5	5	4	4	4	69	33	6	3	2	2	2	4	5	5	3	2	2		R_SYL3H6Cu2uSeKS5	977523
2022-04-13 10:34:44	2022-04-13 10:46:58	0	208.219.17.155	100	734	1	2022-04-13 10:46:59	R_usM7XxW07fxnT1L					45.5411	-122.5605	anonymous	EN	1	1	1	1	3	1	4	6	6	4	3	3	63	84	3	4	3	4	5	4	4	5	5	4	2		R_usM7XxW07fxnT1L	161586
2022-04-13 10:32:48	2022-04-13 10:47:23	0	73.214.34.193	100	875	1	2022-04-13 10:47:24	R_x0jB5D7poBFbukp					40.0778	-80.9788	anonymous	EN	1	3	1	4	3	1	3	1	7	7	4	6	76	70	7	4	2	5	4	3	5	5	5	3	2		R_x0jB5D7poBFbukp	782737
2022-04-13 10:36:23	2022-04-13 10:49:01	0	209.185.41.144	100	758	1	2022-04-13 10:49:01	R_25Fq1IMO3x8AlN1					41.8825	-87.7185	anonymous	EN	1	2	1	5	4	2	4	3	6	5	2	3	90	59	5	2	4	5	5	4	5	4	5	3	2		R_25Fq1IMO3x8AlN1	746906
2022-04-13 10:47:59	2022-04-13 10:50:59	0	208.218.225.191	100	180	1	2022-04-13 10:51:00	R_2ZPl8pTs7WOTFVj					40.8023	-73.7329	anonymous	EN	1	4	1	1	2	1	4	7	6	5	6	7	82	72	6	7	5	4	3	5	4	5		4	2		R_2ZPl8pTs7WOTFVj	369134
2022-04-13 10:49:27	2022-04-13 10:51:13	0	98.226.108.16	100	105	1	2022-04-13 10:51:13	R_p0q7RXg7d1tq7rX					42.0128	-88.0967	anonymous	EN	1	2	3	4	2	2	5	3	7	6	1	4	62	30	5	4	4	2	5	5	2	4	1	1	2		R_p0q7RXg7d1tq7rX	193027
2022-04-13 10:46:39	2022-04-13 10:51:33	0	68.103.170.223	100	293	1	2022-04-13 10:51:33	R_3hGDEulZf27IIUc					37.0687	-97.031	anonymous	EN	1	3	3	3	2	2	2	4	7	7	3	3	23	60	3	5	3	3	4	3	2	3	2	2	3		R_3hGDEulZf27IIUc	607662
2022-04-13 10:45:42	2022-04-13 10:53:42	0	74.139.186.134	100	479	1	2022-04-13 10:53:42	R_2656jcNLgCcpXjm					38.3334	-85.4674	anonymous	EN	1	1	2	1	2	2	4	2	3	3	2	3	8	91	2	6	5	5	5	3	4	3	3	1	3		R_2656jcNLgCcpXjm	518697
2022-04-13 10:40:53	2022-04-13 10:54:44	0	208.203.209.32	100	830	1	2022-04-13 10:54:44	R_3iwMizUkxbCIEAk					40.7126	-74.0066	anonymous	EN	1	1	1	1	3	2	4	2	2	5	1	3	88	80	3	2	5	3	4	5	5	4		3	2		R_3iwMizUkxbCIEAk	500421
2022-04-13 10:54:29	2022-04-13 10:57:09	0	208.218.227.135	100	159	1	2022-04-13 10:57:09	R_2dfDuWes7E05ph0					40.8023	-73.7329	anonymous	EN	1	1	1	1	3	2	4	3	3	7	1	2	98	14	6	2	3	4	3	4	5	4	5	5	3		R_2dfDuWes7E05ph0	677287
2022-04-13 10:56:45	2022-04-13 10:58:10	0	45.61.175.131	100	84	1	2022-04-13 10:58:10	R_2w6vhazgnIvUkqD					40.7876	-74.06	anonymous	EN	1	2	1	2	1	2	4	2	2	2	1	2	77	20	2	3	2	5	4	3	5	4	5	4	2		R_2w6vhazgnIvUkqD	723679
2022-04-13 10:54:13	2022-04-13 10:58:58	0	75.136.120.122	100	284	1	2022-04-13 10:58:58	R_295GbnTXIBg2E6S					34.8627	-82.3186	anonymous	EN	1	1	1	1	2	1	4	2	2	3	1	2	81	44	2	3	4	5	5	5	5	4	5	3	2		R_295GbnTXIBg2E6S	668158
2022-04-13 10:54:43	2022-04-13 10:59:56	0	208.218.228.74	100	312	1	2022-04-13 10:59:56	R_5BI3Zhgu6JAXe8h					40.5175	-74.3991	anonymous	EN	1	1	1	1	2	1	4	2	2	6	1	2	90	8	7	1	3	4	4	4	5	4	3	5	2		R_5BI3Zhgu6JAXe8h	292960
2022-04-13 10:58:21	2022-04-13 11:00:59	0	170.39.186.70	100	157	1	2022-04-13 11:00:59	R_2fo9SP09H0W9Cud					39.018	-77.539	anonymous	EN	1	2	2	2	1	2	4	3	2	4	5	3	41	70	4	4	3	4	3	3	4	3	3	3	2		R_2fo9SP09H0W9Cud	710582
2022-04-13 11:00:40	2022-04-13 11:02:24	0	72.2.254.83	100	104	1	2022-04-13 11:02:25	R_2S36IWoJz7SLU4Q					37.6875	-85.8747	anonymous	EN	1	3	1	5	2	2	2	4	2	2	4	4	81	16	7	4	4	1	4	2	2	4	4	2	2		R_2S36IWoJz7SLU4Q	551958
2022-04-13 11:03:19	2022-04-13 11:04:42	0	208.218.225.182	100	83	1	2022-04-13 11:04:43	R_yqk8LINOSSJPv8t					40.8023	-73.7329	anonymous	EN	1	2	1	3	2	1	3	5	2	4	2	3	73	53	6	4	5	2	3	5	2	4	2	2	2		R_yqk8LINOSSJPv8t	394713
2022-04-13 11:01:57	2022-04-13 11:04:57	0	154.29.3.139	100	180	1	2022-04-13 11:04:57	R_R5hYjPD2oikWFfb					41.4951	-81.6939	anonymous	EN	1	2	2	3	1	2	4	4	7	6	2	3	73	34	5	6	4	2	3	5	2	4	3	3	2		R_R5hYjPD2oikWFfb	211787
2022-04-13 10:58:43	2022-04-13 11:05:07	0	208.219.16.144	100	384	1	2022-04-13 11:05:08	R_1hJSs7IMWYH33e2					45.5411	-122.5605	anonymous	EN	1	3	2	2	2	1	4	1	2	1	1	1	54	82	7	2	5	4	5	5	5	5	4	2	1		R_1hJSs7IMWYH33e2	972159
2022-04-13 11:01:32	2022-04-13 11:06:22	0	74.131.203.108	100	290	1	2022-04-13 11:06:23	R_3n7x6Cf9wEXh6u6					39.9126	-83.7821	anonymous	EN	1	2	2	2	3	2	2	6	6	5	1	3	9	76	3	6	4	5	5	4	1	2	2	4	3		R_3n7x6Cf9wEXh6u6	783466
2022-04-13 11:09:22	2022-04-13 11:10:59	0	50.231.89.126	100	96	1	2022-04-13 11:10:59	R_4TanJJzoqWzpwKR					38.9512	-76.4944	anonymous	EN	1	1	1	5	4	1	4	1	1	1	2	2	85	51	2	3	4	4	4	3	3	4	4	3	2		R_4TanJJzoqWzpwKR	675457
2022-04-13 11:05:06	2022-04-13 11:11:26	0	154.29.3.139	100	380	1	2022-04-13 11:11:26	R_1rp5H5OtgFbA3u4					41.4951	-81.6939	anonymous	EN	1	3	2	3	1	2	4	5	3	7	6	5	74	36	4	5	4	2	3	4	5	2	3	4	2		R_1rp5H5OtgFbA3u4	257422
2022-04-13 11:00:41	2022-04-13 11:11:28	0	69.9.59.184	100	647	1	2022-04-13 11:11:29	R_2snEokQAZ3eqeKR					43.3784	-116.5457	anonymous	EN	1	3	1	4	2	2	2	4	6	5	1	3	68	20	6	3	2	1	4	3	5	4	4	2	2		R_2snEokQAZ3eqeKR	158773
2022-04-13 11:14:27	2022-04-13 11:17:26	0	70.173.1.148	100	178	1	2022-04-13 11:17:26	R_1DSZwwvC4iJRk3g					36.0021	-115.147	anonymous	EN	1	1	1	5	3	2	2	1	7	7	1	1	100	0	7	4	1	5	5	5	5	2	5	3	4		R_1DSZwwvC4iJRk3g	267092
2022-04-13 11:14:11	2022-04-13 11:18:30	0	208.219.16.186	100	258	1	2022-04-13 11:18:31	R_agb1TT0piSYYtwJ					45.5411	-122.5605	anonymous	EN	1	3	1	2	2	1	5	4	5	6	2	5	81	49	4	5	4	3	5	4	5	4	5	3	2		R_agb1TT0piSYYtwJ	390167
2022-04-13 10:54:23	2022-04-13 11:20:07	0	100.12.176.43	100	1544	1	2022-04-13 11:20:07	R_3RmDlXqTQagkihR					40.7465	-73.909	anonymous	EN	1	1	3	2	1	1	5	1	6	7	1	1	0	9	6	6	4	4	4	3	2	3	1	2	3		R_3RmDlXqTQagkihR	614719
2022-04-13 11:21:10	2022-04-13 11:22:08	0	208.218.230.18	100	57	1	2022-04-13 11:22:08	R_3Hwf0uxY0d3YvqC					39.9703	-75.0617	anonymous	EN	1	3	1	1	3	1	4	4	7	6	7	6	100	51	5	6	4	4	4	4		5	5	4	2		R_3Hwf0uxY0d3YvqC	754883
2022-04-13 11:31:31	2022-04-13 11:32:33	0	202.182.65.112	100	61	1	2022-04-13 11:32:33	R_2whQegj8Rri2kFC					40.7683	-73.9802	anonymous	EN	1	2	1	1	3	1	4	2	2	2	2	2	83	49	4	5	4	3	2	3	4	4	3	3	2		R_2whQegj8Rri2kFC	788960
2022-04-13 11:31:42	2022-04-13 11:33:49	0	97.84.153.198	100	126	1	2022-04-13 11:33:49	R_1lzTz5XoaqKsuJ0					43.4052	-83.9223	anonymous	EN	1	1	1	1	3	2	4	6	5	4	5	5	74	82	2	3	4	5	4	4		5	4	2	3		R_1lzTz5XoaqKsuJ0	371041
2022-04-13 11:31:07	2022-04-13 11:33:50	0	208.218.228.107	100	163	1	2022-04-13 11:33:50	R_2ttahlOrhuUyUiZ					40.5175	-74.3991	anonymous	EN	1	1	2	2	2	1	5	2	1	2	1	3	80	91	2	4	4	3	5	5	3	5	4	4	1		R_2ttahlOrhuUyUiZ	782319
2022-04-13 11:32:58	2022-04-13 11:35:34	0	67.252.18.175	100	155	1	2022-04-13 11:35:34	R_1eXBmolNpY3k0fA					42.7118	-73.7704	anonymous	EN	1	1	1	5	2	1	5	1	1	1	1	3	76	11	7	3	3	3	4					1	2		R_1eXBmolNpY3k0fA	883747
2022-04-13 11:36:51	2022-04-13 11:42:11	0	172.58.86.199	100	319	1	2022-04-13 11:42:11	R_1IDTmuis0q3BAAQ					45.0228	-93.3012	anonymous	EN	1	5	1	4	4	1	3	7	7	6	4	5	63	14	6	3	4	1	5	5	5	5	4	1	3		R_1IDTmuis0q3BAAQ	475813
2022-04-13 11:33:53	2022-04-13 11:46:29	0	208.219.16.159	100	755	1	2022-04-13 11:46:29	R_1FQXzPaAHcMZYwr					45.5411	-122.5605	anonymous	EN	1	1	1	1	2	1	5	2	2	3	1	1	86	5	6	1	1	2	1	1	2	1	1	5	1		R_1FQXzPaAHcMZYwr	407678
2022-04-13 11:43:07	2022-04-13 11:46:47	0	202.182.65.58	100	220	1	2022-04-13 11:46:48	R_d4CtBgJElJlFUNr					40.7683	-73.9802	anonymous	EN	1	2	2	4	1	2	4	5	2	4	3	1	79	31	4	5	5	3	2	3	5	4	2	4	2		R_d4CtBgJElJlFUNr	525088
2022-04-13 11:48:41	2022-04-13 11:52:11	0	154.13.49.57	100	209	1	2022-04-13 11:52:11	R_1E4cwZb58aWkdgp					37.751	-97.822	anonymous	EN	1	1	1	1	3	1	4	2	2	3	1	3	100	83	3	1	1	5	3		5		5	4	2		R_1E4cwZb58aWkdgp	987713
2022-04-13 12:36:11	2022-04-13 12:37:43	0	98.10.58.230	100	91	1	2022-04-13 12:37:44	R_1rv9lTjOlHjUo0N					43.0801	-77.6342	anonymous	EN	1	3	1	5	2	1	5	2	7	7	2	3	93	4	7	1	2	4	5	5	5	5	1	3	2		R_1rv9lTjOlHjUo0N	589761
2022-04-13 12:26:11	2022-04-13 12:38:47	0	172.7.244.144	100	756	1	2022-04-13 12:38:48	R_1gwkhqvmoeTENMt					32.8876	-97.2132	anonymous	EN	1	1	2	1	2	1	5	1	1	1	1	1	71	100	1	2	4	5	5	5	4	3	5	4	1		R_1gwkhqvmoeTENMt	726984
2022-04-07 7:34:40	2022-04-07 10:20:39	0	108.27.235.156	7	9958	0	2022-04-14 10:28:39	R_yqKpuceI3mwqn85							anonymous	EN	1																										R_yqKpuceI3mwqn85	
2022-04-13 10:28:09	2022-04-13 10:28:37	0	67.245.236.180	93	27	0	2022-04-20 10:28:39	R_2XjqBdX2MPt9Ctr							anonymous	EN	1	5	1	5	4	3	4	4	3	3	2	4			4	3	3	3	3	3	3	3	3	2	1		R_2XjqBdX2MPt9Ctr	234422
2022-04-13 10:41:17	2022-04-13 10:43:29	0	108.231.207.133	53	132	0	2022-04-20 10:43:34	R_1Ca4Fh8J0Lj6UvF							anonymous	EN	1	3	1	1	2	1	4	6	5	3	2	3															R_1Ca4Fh8J0Lj6UvF	269958
2022-04-13 10:49:26	2022-04-13 10:50:11	0	73.201.246.52	53	45	0	2022-04-20 10:50:14	R_ONn6BeZtDZ2Mt7r							anonymous	EN	1	2	1	5	2	2	5	5	5	4	1	2															R_ONn6BeZtDZ2Mt7r	984272
2022-04-13 10:59:16	2022-04-13 11:01:06	0	208.219.16.144	93	110	0	2022-04-20 11:02:01	R_21yNuZs5snkNNry							anonymous	EN	1	3	2	2	2	1	4	1	1	3	1	2	63	90	7	2	5	4	5	5	5	4	5	1	1		R_21yNuZs5snkNNry	761923
2022-04-13 11:02:02	2022-04-13 11:03:09	0	208.219.16.144	93	67	0	2022-04-20 11:03:20	R_2WZ4oZBhnPzUmCS							anonymous	EN	1	1	1	2	1	1	4	1	2	2	1	1	55	82	4	2	5			5	4	5	3	1	2		R_2WZ4oZBhnPzUmCS	178886
2022-04-13 11:18:59	2022-04-13 11:26:20	0	208.219.16.186	93	440	0	2022-04-20 11:26:23	R_00cyDeiEoy9SSkN							anonymous	EN	1	3	1	2	2	1	5	5	4	6	2	3	85	59	4	5	4	3	4	3	4	4	3	2	2		R_00cyDeiEoy9SSkN	162246
2022-04-13 11:20:24	2022-04-13 11:22:43	0	208.219.16.186	93	139	0	2022-04-20 11:29:28	R_PRI4DhCnBC8iBVL							anonymous	EN	1	3	1	2	2	1	5	5	4	6	2	3	74	55	4	5	3	4	3	4	3	4	3	2	2		R_PRI4DhCnBC8iBVL	129257
2022-04-13 11:25:10	2022-04-13 11:26:43	0	71.231.35.214	93	93	0	2022-04-20 11:31:51	R_1FmI6X73M9wgETv							anonymous	EN	1	2	2	1	3	1	4	6	7	7	3	3	42	62	1	4	5	5	5	1	1	1	1	1	3		R_1FmI6X73M9wgETv	860205
2022-04-13 11:31:50	2022-04-13 11:34:15	0	71.231.35.214	93	145	0	2022-04-20 11:34:19	R_3KuWjTwKAEL8CCi							anonymous	EN	1	2	2	1	3	1	4	7	7	7	3	3	38	63	1	4	5	5	5	1	1	1	1	1	3		R_3KuWjTwKAEL8CCi	300043
2022-04-13 6:50:41	2022-04-13 13:32:24	0	67.245.236.180	93	24103	0	2022-04-20 13:32:27	R_esoJMCmBlc880kF							anonymous	EN	1	1	2	4	7	4	1	4	4	5	5	5			5	4	3	4	5	4	4	5	4	3	2		R_esoJMCmBlc880kF	494741
2022-04-13 11:13:03	2022-04-13 23:30:44	0	76.176.170.139	93	44261	0	2022-04-20 23:31:12	R_7R5Wls5vqpbmauR							anonymous	EN	1	4	1	4	3	2	4	7	7	7	2	5	63	38	6	4	5	3	5	5	5	5	3	3	3		R_7R5Wls5vqpbmauR	864146
2022-04-17 17:09:12	2022-04-17 17:10:18	0	68.103.170.223	93	66	0	2022-04-24 17:10:22	R_12fjw28erOF8fx0							anonymous	EN	1	3	3	3	2	2	2	4	1	3	3	1	19	80	4	3	2	2	3	3	4	2	3	3	3		R_12fjw28erOF8fx0	620221